"year","state_code","nacchoid","lhd_name","lhd_area_type","fips_county","county_name","fips_place","counties","fips_counties","population","fte","fte_per_100000","expenditures","expenditures_infl","expenditures_per_capita","expenditures_infl_per_capita","lhd_note"
2019,"FL","FL020","Florida Department of Health in Gadsden County","single county","12039","Gadsden County",,1,,47926,46,95.9813045111213,3300384,3300384,68.8641655886158,68.8641655886158,
1990,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,9858,10,101.440454453236,417236,977978.842227331,42.3246094542504,99.20661820119,
1991,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,10366,15,144.703839475207,538214,1216978.61495888,51.9210881728729,117.40098542918,
1992,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,10456,15,143.458301453711,590117,1290350.3473904,56.4381216526396,123.407646077888,
1993,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,11093,14,126.205715315965,599366,1278733.29861857,54.0310105471919,115.273893321786,
1994,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,11751,16,136.15862479789,660438,1373621.38238798,56.2027061526679,116.893999011827,
1995,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,12151,17,139.906180561271,738849,1496795.7480614,60.8056127067731,123.182927171542,
1996,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,12517,15,119.837021650555,777349,1539438.83300961,62.1034592953583,122.987843174052,
1997,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,12937,16,123.676277344052,760753,1473791.84200703,58.8044368864497,113.920680374664,
1998,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,13554,18,132.802124833997,788003,1497400.65373577,58.1380404308691,110.476660302182,
1999,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,13980,20,143.061516452074,982187,1795958.11077958,70.2565808297568,128.466245406265,
2000,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,14533,21,144.498727035024,1121934,1957539.67785316,77.1990641987202,134.696186462063,
2001,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,14608,19,130.065717415115,996664,1681692.6050878,68.2272727272727,115.121344817073,
2002,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,14921,22,147.443200857851,1108644,1829536.52550312,74.3009181690235,122.614873366605,
2003,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,15316,23,150.169757116741,1153468,1844460.16954892,75.3113084356229,120.427015509854,
2004,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,15704,21,133.723892002038,1115578,1705316.14504637,71.0378247580234,108.591196195006,
2005,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,15998,21,131.266408301038,1379098,1995862.76395885,86.2044005500688,124.7570173746,
2006,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16257,21,129.175124561727,1414664,1949200.14791251,87.0187611490435,119.899129477302,
2007,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16601,20,120.47467020059,1394821,1823381.90067285,84.0202999819288,109.835666566643,
2008,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16721,19,113.629567609593,1477438,1839047.80630524,88.3582321631481,109.984319496755,
2009,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16842,20,118.750742192139,1518907,1901141.93990092,90.1856667854174,112.881008187918,
2010,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16955,21,123.857269242111,1614156,1964424.90225945,95.2023591860808,115.861097154789,
2011,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16980,20,117.785630153121,1475984,1739848.66438167,86.9248527679623,102.464585652631,
2012,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16929,17,100.419398665013,1314475,1514432.937,77.6463465059956,89.4579087364877,
2013,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16869,20,118.560673424625,1478674,1649522.06051569,87.656292607742,97.7842231617577,
2014,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16849,19,112.766336281085,1551679,1692195.94820389,92.0932399548935,100.433019657184,
2015,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16837,18,106.907406307537,1426755,1555487.92130738,84.7392647146166,92.3850995609301,
2016,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16862,15,88.9574190487487,1037907,1129662.94409281,61.5530186217531,66.994599934338,
2017,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,16977,15,88.3548330093656,1170719,1240500.66152247,68.9591211639277,73.0694858645504,
2018,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,17578,16,91.0228694959609,1254681,1281828.00138332,71.3779155762885,72.922289303864,
2019,"FL","FL021","Florida Department of Health in Gilchrist County","single county","12041","Gilchrist County",,1,,17682,17,96.1429702522339,1121935,1121935,63.4506843117294,63.4506843117294,
1990,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,7668,15,195.618153364632,497738,1166671.21957968,64.9110589462702,152.148046371894,
1991,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,7997,14,175.065649618607,441068,997317.653837851,55.154182818557,124.711473532306,
1992,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,8133,14,172.138202385344,436026,953414.832264187,53.6119513094799,117.227939538201,
1993,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,8311,16,192.515942726507,496003,1058210.76323099,59.6803032126098,127.326526679219,
1994,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,8471,17,200.684688938732,658003,1368556.91295086,77.6771337504427,161.557893159115,
1995,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,8838,17,192.35121068115,624265,1264665.98406921,70.6341932563928,143.094137142929,
1996,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,9692,18,185.720181593066,694905,1376169.18816715,71.6988237721832,141.990217516214,
1997,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,9867,16,162.156683895814,678201,1313865.47413025,68.7342657342657,133.157542731352,
1998,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,10090,16,158.572844400396,617164,1172764.28777833,61.1659068384539,116.230355577634,
1999,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,10407,19,182.569424425867,920828,1683761.35627222,88.4815989238013,161.791232465861,
2000,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,10595,22,207.645115620576,955992,1668005.66852435,90.2304860783388,157.433286316598,
2001,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,10926,23,210.507047409848,1025240,1729909.50454739,93.8348892549881,158.329626995001,
2002,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,11270,22,195.208518189885,930616,1535746.33806489,82.5746228926353,136.26853044054,
2003,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,11502,20,173.882802990784,1020782,1632287.79714087,88.7482177012693,141.913388727254,
2004,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,11908,18,151.158884783339,939139,1435604.59164909,78.8662243869667,120.557993924176,
2005,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12260,19,154.975530179445,1089936,1577380.77895715,88.9017944535073,128.660748691448,
2006,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12389,18,145.290176769715,1045595,1440677.02907304,84.3970457664057,116.286789012272,
2007,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12436,18,144.741074300418,1055558,1379879.8213609,84.8792216146671,110.958493194025,
2008,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12699,17,133.868808567604,1032034,1284629.11048208,81.2689188125049,101.159863806762,
2009,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12822,16,124.785524879114,1022855,1280257.80310273,79.7734362813914,99.8485262129722,
2010,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12866,18,139.903621949324,1122994,1366681.64581859,87.2838489040883,106.224284612046,
2011,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12776,18,140.889167188478,1048123,1235498.08240313,82.0384314339386,96.7046088292998,
2012,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12646,18,142.33749802309,1033052,1190199.87024,81.6900205598608,94.1167064874269,
2013,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12704,13,102.329974811083,796071,888050.155907784,62.6630195214106,69.9031923730938,
2014,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12862,13,101.072928004976,895881,977010.19236121,69.6533198569429,75.9609852558863,
2015,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,12881,9,69.8703516807701,766379,835527.667780122,59.4968558341744,64.8651244297898,
2016,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,13101,8,61.0640409129074,891294,970088.653503883,68.0325166017861,74.0469165333855,
2017,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,13263,8,60.3181783910126,828015,877369.509891383,62.4304456005429,66.1516632655797,
2018,"FL","FL069","Florida Department of Health in Glades County","single county","12043","Glades County",,1,,13193,9,68.2179943909649,986255,1007594.18171177,74.7559311756234,76.3733935959806,
